Share pledge ratio of controlling shareholders,Pledge ratio of unlimited shares,audit opinion ,Downgrade or negative,Ratio of other receivables to total assets,ROA,Asset liability ratio,Pledge ratio of limited sale shares,ROE,Enterprise age,IsDefault
0.683716986,0.108216616,0.0,0.0,0.014703692,0.063622,0.454093949,0.036021652,0.083005,5.061111111,0
0.613408372,0.0,0.0,0.0,0.019990489,0.044959,0.817511329,0.0,0.104032,10.13333333,0
0.0,0.048429093,0.0,0.0,0.008882855,0.126051,0.389605341,0.0,0.179345,6.05,0
0.21800032,0.161974327,0.0,0.0,0.000744443,0.067636,0.263970194,0.0,0.086692,6.416666667,0
0.665778961,0.0,0.0,0.0,0.013028628,0.026647,0.679697203,0.0,0.020861,13.48888889,0
0.110308759,0.043596684,0.0,0.0,0.004945307,0.154179,0.250170371,0.0,0.175996,3.455555556,0
0.0,0.0,0.0,0.0,0.004861051,0.168272,0.338118423,0.0,0.231589,24.20555556,0
0.891429322,0.011492481,0.0,0.0,0.004883166,0.085611,0.527085076,0.179209764,0.134179,23.81944444,0
0.321587634,0.071590362,0.0,0.0,0.012455078,0.006703,0.269422894,0.0,0.016247,7.591666667,0
0.423781359,0.174460551,0.0,0.0,0.002577978,0.024859,0.568805185,0.056663336,0.012701,18.81111111,0
0.587026307,0.364411156,0.0,0.0,0.003158913,0.049835,0.594793394,0.0,0.07512,6.691666667,0
0.907883857,0.206865418,0.0,0.0,0.024423637,0.041725,0.399491918,0.008028543,0.00729,13.04444444,0
0.25809194,0.099601681,0.0,0.0,0.119799665,0.080713,0.639929363,0.0,0.144057,20.00555556,0
0.473099787,0.0,0.0,0.0,0.036027029,0.099163,0.325717005,0.0,0.117827,1.927777778,0
0.783275434,0.0,0.0,0.0,0.072994256,0.044358,0.275571695,0.0,0.045237,5.422222222,0
0.477204983,0.0,0.0,0.0,0.015956538,0.056309,0.547422965,0.0,0.088368,12.31944444,0
0.500000079,0.292051671,0.0,0.0,0.003086207,0.075058,0.086712496,0.0,0.072234,23.09166667,0
0.63123094,0.0,0.0,0.0,0.012731109,0.012341,0.411844035,0.0,0.009669,5.613888889,0
0.82420512,0.306637899,0.0,0.0,0.035269319,-0.152465,0.652443886,0.0,-0.408771,6.6,0
0.559808825,5.875e-05,0.0,0.0,0.035913071,0.04176,0.699061282,0.352104167,0.053304,2.652777778,0
0.54481441,0.169320433,0.0,0.0,0.026714365,0.034787,0.455703657,0.0,0.055039,12.53611111,0
0.840374247,0.0,0.0,0.0,0.007443905,0.10599,0.24841157,0.0,0.134351,0.872222222,0
0.0,0.0,0.0,0.0,0.006750661,0.078646,0.320959659,0.0,0.087673,0.688888889,0
0.341694919,0.298617655,0.0,0.0,0.016398502,0.032744,0.355673751,0.0,0.055673,23.26666667,0
0.594795669,0.0,0.0,0.0,0.005408295,0.02786,0.516565786,0.0,0.020229,10.67777778,0
0.548950669,0.199824985,0.0,0.0,0.023477882,0.021275,0.665681081,0.0,0.044218,13.16666667,0
0.535928131,0.179003333,0.0,0.0,0.004439895,0.043678,0.371660496,0.0,0.05229,4.0,0
0.221975993,0.077676901,0.0,0.0,0.005249854,0.009598,0.237148786,0.0,0.017921,5.483333333,0
0.762672963,0.204557793,0.0,0.0,0.068221579,-0.026663,0.217020493,0.0,-0.014579,7.630555556,0
0.772277228,0.153504592,0.0,0.0,0.010794598,0.09658,0.230564944,0.227784991,0.092274,1.769444444,0
0.5,0.202296675,0.0,0.0,0.023033439,0.034767,0.472256861,0.0,0.047277,6.5,0
0.0,0.0,0.0,0.0,0.004697379,0.013686,0.202477765,0.0,0.016147,24.23055556,0
0.432563202,0.151961035,0.0,0.0,0.002699154,0.007397,0.457534049,0.087022782,-0.001679,3.858333333,0
0.936863874,0.19433771,0.0,0.0,0.00440548,0.051428,0.845508868,0.0,0.101552,25.73055556,0
0.0,0.0,0.0,0.0,0.002284923,0.117131,0.055392105,0.0,0.13604,0.641666667,0
0.482346211,0.0,0.0,0.0,0.003554757,0.091217,0.124538319,0.0,0.091717,4.783333333,0
0.71140413,0.0,0.0,0.0,0.003812927,0.026144,0.420515817,0.0,0.021722,5.811111111,0
0.079948636,0.0,0.0,0.0,0.009208559,0.030425,0.146138053,0.0,0.028252,6.827777778,0
0.272496759,0.081749134,0.0,0.0,0.001170832,0.060214,0.456957949,0.0,0.083215,23.26944444,0
0.215810008,0.0,0.0,0.0,0.029526051,0.139464,0.060196617,0.0,0.130664,13.31111111,0
0.05634759,0.0,0.0,0.0,0.003551465,0.023201,0.248850694,0.0,0.024978,3.15,0
0.174012016,0.062820513,0.0,0.0,0.009761751,0.067394,0.519252755,0.0,0.081996,3.883333333,0
0.427408905,0.155670783,0.0,0.0,0.013027702,0.080774,0.221139955,0.0,0.112674,10.41111111,0
0.433007698,0.221632235,0.0,0.0,0.001267026,0.050644,0.379320623,0.0,0.045461,4.0,0
0.603038807,0.208475779,0.0,0.0,0.007831053,-0.029456,0.334840618,0.0,-0.031248,6.125,0
0.330405688,0.089836532,0.0,0.0,0.002434804,0.08187,0.220310829,0.0,0.092303,3.183333333,0
0.649130665,0.262799055,0.0,0.0,0.007030894,0.023574,0.398948955,0.0,0.051087,7.0,0
0.731929893,0.378434531,0.0,0.0,0.000672417,0.08276,0.484560528,0.027659992,0.096203,4.225,0
0.282375194,0.0,0.0,0.0,0.004105133,0.108514,0.201907681,0.0,0.116768,2.619444444,0
0.070158562,0.037511489,0.0,0.0,0.006191713,0.024036,0.193988904,0.0,0.030809,9.061111111,0
0.0,0.027839644,0.0,0.0,0.005208461,0.01043,0.476825076,0.0,0.013686,5.041666667,0
0.244676085,0.079263218,0.0,0.0,0.006003394,0.030244,0.275235679,0.0,0.029852,10.56388889,0
0.818783751,0.0,0.0,0.0,0.004105538,0.025602,0.453559936,0.0,0.0202,15.79166667,0
0.884225743,0.0,0.0,0.0,0.000158546,0.049986,0.152487219,0.0,0.048268,5.416666667,0
0.372436794,0.0,0.0,0.0,0.013595955,0.075889,0.457634778,0.0,0.108157,0.797222222,0
0.218013075,0.037612232,0.0,0.0,0.028112848,0.039735,0.477661955,0.009843191,0.036377,8.652777778,0
0.777639589,0.0,0.0,0.0,0.008971197,0.082838,0.583468602,0.0,0.088838,5.416666667,0
0.699701085,0.248420183,0.0,0.0,0.006854704,0.029961,0.532502254,0.0,0.024452,6.077777778,0
0.548339278,0.19972782,0.0,0.0,0.011129923,0.070128,0.425039285,0.0,0.084507,11.425,0
0.761576587,0.405947907,0.0,0.0,0.084094551,0.060399,0.589885856,0.0,0.111656,28.28888889,0
0.373152403,0.0,0.0,0.0,0.003476723,0.064815,0.132192364,0.0,0.06791,2.497222222,0
0.356103842,0.113993667,0.0,0.0,0.006865696,0.03398,0.60569569,0.0,0.06436,12.58333333,0
0.387645612,0.216893633,0.0,0.0,0.029649929,0.058381,0.356755066,0.0,0.068549,7.422222222,0
0.562338675,0.055584375,0.0,0.0,0.012950959,0.075951,0.418911849,0.16925,0.091368,1.988888889,0
0.727833528,0.227042202,0.0,0.0,0.043466969,0.049259,0.41092521,0.004050921,0.06718,7.655555556,0
0.772266688,0.390231293,0.0,0.0,0.015022234,0.043309,0.752069857,0.0,0.121824,14.375,0
0.0,0.0,0.0,0.0,0.003232175,0.012916,0.477012124,0.0,0.036862,11.97222222,0
0.507476834,0.398027434,0.0,0.0,0.127995901,0.269541,0.166055361,0.0,0.320651,5.902777778,0
0.0,0.0,0.0,0.0,0.0214312,0.127108,0.563040168,0.0,0.226464,0.025,0
0.0,0.0,0.0,0.0,0.020540428,0.009677,0.215465894,0.0,0.012425,7.652777778,0
0.520900891,0.253874033,0.0,0.0,0.000404435,0.080258,0.450109021,0.0,0.146508,9.194444444,0
0.5524887,0.132530447,0.0,0.0,0.005660416,-0.504259,0.499644297,0.0,-0.793608,9.966666667,0
0.676006841,0.419065381,0.0,0.0,0.011564991,0.016064,0.475215609,0.020189113,-0.01799,8.591666667,0
0.489005064,0.0,0.0,0.0,0.007197603,-0.043006,0.947250852,0.0,-1.178753,20.71111111,0
0.500800857,0.008408337,0.0,0.0,0.008923936,0.056262,0.486963415,0.172074846,0.097453,1.127777778,0
0.672512912,0.185497825,0.0,0.0,0.001107602,0.047332,0.38545287,0.0,0.065937,4.225,0
0.430893871,0.225323359,0.0,0.0,0.000352905,0.019188,0.460835079,0.0,0.019155,8.808333333,0
1.0,0.686291013,0.0,0.0,0.01529838,0.067057,0.674849799,0.0,0.108982,17.68055556,0
0.230913214,0.123306431,0.0,0.0,0.020204427,0.032664,0.479965196,0.0,0.058197,6.219444444,0
0.508135982,0.287661139,0.0,0.0,0.166821163,0.087825,0.197305514,0.0,0.109966,5.819444444,0
0.681558873,0.204405014,0.0,0.0,0.020017701,0.039308,0.507564322,0.0,0.081603,5.694444444,0
0.458518397,0.183363896,0.0,0.0,0.007366814,0.042709,0.382335687,0.0,0.040944,10.925,0
0.260616088,0.0,0.0,0.0,0.000891396,0.120616,0.096397239,0.0,0.118354,0.625,0
0.065036933,0.0,0.0,0.0,0.000653706,0.054384,0.331328148,0.0,0.073784,5.619444444,0
0.0,0.0,0.0,0.0,0.002120991,0.007026,0.663510845,0.0,0.011249,3.605555556,0
0.398782352,0.0,0.0,0.0,0.000737788,0.043122,0.63799273,0.0,0.041965,17.4,0
0.97807145,0.0,0.0,0.0,0.010034305,0.03116,0.563945437,0.0,0.009499,14.37777778,0
0.93819814,0.325935248,0.0,0.0,0.011577965,0.033816,0.652462046,0.009220584,0.017437,10.19444444,0
0.4,0.0,0.0,0.0,0.02443739,0.071071,0.38178423,0.228557964,0.09731,1.377777778,0
0.17458797,0.065080221,0.0,0.0,0.004172814,0.087007,0.322712936,0.0,0.112702,3.580555556,0
0.826012677,0.19041788,0.0,0.0,0.035308058,0.001423,0.197728496,0.013072795,0.00842,11.43888889,0
0.466357513,0.0,0.0,0.0,0.019472336,0.040354,0.55213826,0.229554677,0.072144,4.588888889,0
0.525715691,0.142454322,0.0,0.0,0.004798274,0.01094,0.39913442,0.0,0.013242,12.53333333,0
0.649972134,0.132941066,0.0,0.0,0.006441931,0.046259,0.577770726,0.0,0.054431,4.955555556,0
0.41600255,0.0,0.0,0.0,0.002407694,-0.024677,0.148390031,0.150583232,-0.019373,2.008333333,0
0.668512668,0.143254138,0.0,0.0,0.012121202,0.037958,0.399304939,0.0,0.048893,11.40277778,0
0.03544715,2.41882e-07,0.0,0.0,0.00055844,0.086674,0.524492973,0.012964892,0.128493,1.277777778,0
0.705758687,0.099629285,0.0,0.0,0.051629787,0.102897,0.629294525,0.0,0.219003,14.21944444,0
0.789491224,0.168672468,0.0,0.0,0.015745277,0.005952,0.58541782,0.124708904,-0.051005,20.09722222,0
0.982922607,0.0,0.0,0.0,0.078936579,0.085998,0.104348745,0.0,0.075107,7.077777778,0
0.532796467,0.341731863,0.0,0.0,0.003754473,0.04874,0.370239082,0.0,0.053369,3.430555556,0
0.386363636,0.0,0.0,0.0,0.002761192,0.071996,0.392928412,0.188657376,0.069287,0.758333333,0
0.0,0.0,0.0,0.0,0.007216778,0.030195,0.490206127,0.0,0.063512,25.64444444,0
0.783251583,0.29042741,0.0,0.0,0.003112257,0.080371,0.54706156,0.0,0.119983,3.083333333,0
0.0,0.0,0.0,0.0,0.009589568,0.029906,0.292862695,0.0,0.02712,2.5,0
0.913384976,0.313098141,0.0,0.0,0.006766145,0.069798,0.369735734,0.0,0.0877,4.513888889,0
0.499999995,0.081602132,0.0,0.0,0.014553742,0.053959,0.567130182,0.0,0.100608,25.34722222,0
0.0,0.0,0.0,0.0,0.001525658,0.116436,0.362345353,0.0,0.14891,0.902777778,0
0.252445304,0.110806862,0.0,0.0,0.031802336,0.021407,0.649140264,0.0,0.016095,8.508333333,0
0.759964865,0.130497038,0.0,0.0,0.009463136,-0.032177,0.600408939,0.0,-0.124491,10.48055556,0
0.11030836,0.042511075,0.0,0.0,0.007769793,0.052,0.532220521,0.0,0.086573,25.93888889,0
0.223546539,0.13335783,0.0,0.0,0.018691779,-0.047731,0.642609973,0.0,-0.102586,6.688888889,0
0.597213565,0.286490833,0.0,0.0,0.025972349,-0.133873,0.414315755,0.042806812,-0.221543,9.461111111,0
0.206713442,0.098986364,0.0,0.0,0.002699204,0.020703,0.232705871,0.061885227,0.029335,1.2,0
0.0,0.0,0.0,0.0,0.007769427,0.091634,0.279081235,0.0,0.104918,0.572222222,0
0.0,0.0,0.0,0.0,0.00558298,0.096964,0.180443809,0.0,0.110847,0.680555556,0
0.224921278,2.5e-06,0.0,0.0,0.001173582,0.067437,0.376863754,0.0625,0.08601,2.338888889,0
0.691145878,0.23451574,0.0,0.0,0.101226058,-0.093392,0.547643326,0.0,-0.258835,7.85,0
0.0,0.0,0.0,0.0,0.012087752,0.082185,0.35960946,0.0,0.122685,0.083333333,0
0.493100146,0.133139144,0.0,0.0,0.006084648,0.050108,0.613355798,0.0,0.074458,13.3,0
0.681528919,0.0,0.0,0.0,0.095555445,0.246974,0.121780816,0.0,0.262691,5.830555556,0
0.0,0.0,0.0,0.0,0.00147441,-0.168092,0.539223821,0.0,-0.36034,15.94722222,0
0.442933383,0.0,0.0,0.0,0.004925084,0.036403,0.472879638,0.0,0.050372,6.144444444,0
0.0,0.0,0.0,0.0,0.014144986,0.094648,0.337005439,0.0,0.110334,4.291666667,0
0.528696084,0.0,0.0,0.0,0.002583129,0.038306,0.42960144,0.0,0.042695,5.563888889,0
0.0,0.0,0.0,0.0,0.00346307,0.081956,0.547353004,0.0,0.163346,0.486111111,0
0.338481136,0.0,0.0,0.0,0.004620607,0.067613,0.317153152,0.0,0.070952,5.927777778,0
0.391729388,0.0,0.0,0.0,0.004563956,0.046003,0.154116786,0.0,0.052249,4.775,0
0.624730003,0.021939265,0.0,0.0,0.019926627,0.083974,0.663772809,0.220454303,0.16128,1.769444444,0
1.0,0.180795912,0.0,0.0,0.006443398,0.065217,0.451656893,0.0,0.028237,12.19444444,0
0.463282369,0.168752314,0.0,0.0,0.031569004,-0.109927,0.56359303,0.0,-0.246299,7.0,0
0.387119832,0.226441299,0.0,0.0,0.003554401,0.038424,0.572173806,0.0,0.062817,10.36666667,0
0.786201512,0.094612034,0.0,0.0,0.005073486,-0.141192,0.706218642,0.0,-0.364047,12.25833333,0
0.717409165,0.0,0.0,0.0,0.006514851,0.048288,0.559739849,0.0,0.056654,2.872222222,0
0.397184167,0.199076423,0.0,0.0,0.003523578,0.015162,0.506808361,0.0,0.006112,3.5,0
0.700335981,0.0,0.0,0.0,0.02596534,0.122145,0.320921136,0.0,0.112808,13.34722222,0
0.466183497,0.0,0.0,0.0,0.009600207,0.049691,0.161784127,0.0,0.069843,21.49722222,0
0.499230706,0.124753195,0.0,0.0,0.007858301,0.018713,0.463118146,0.0,0.018203,10.70833333,0
0.788080239,0.430051391,0.0,0.0,0.006593902,0.048699,0.494506567,0.0,0.094371,29.96666667,0
0.407807788,0.23168397,0.0,0.0,0.003874687,0.025022,0.13151128,0.0,0.024049,14.04444444,0
0.393336416,0.108638912,0.0,0.0,0.016733188,-0.025088,0.793319441,0.0,-0.175457,24.11944444,0
0.425870858,0.181592111,0.0,0.0,0.000582587,0.067705,0.293067054,0.0,0.081807,9.65,0
0.0,0.125611561,0.0,0.0,0.006703421,0.088219,0.263709296,0.0,0.109228,22.64722222,0
0.490384591,0.144696609,0.0,0.0,0.018759815,0.042757,0.400213543,0.0,0.054689,27.10833333,0
0.615937573,0.0,0.0,0.0,0.0371139,0.050079,0.73270481,0.0,0.070794,19.175,0
0.63105635,0.0,0.0,0.0,0.003126138,0.107783,0.423343227,0.0,0.142523,1.102777778,0
0.668660132,0.27462125,0.0,0.0,0.012881893,0.105549,0.304979352,0.0,0.079382,5.308333333,0
0.475223907,0.14281512,0.0,0.0,0.06359516,0.019808,0.372488532,0.0,0.013385,24.99444444,0
0.669583778,0.0,0.0,0.0,0.000609919,0.093823,0.512580929,0.312927083,0.138666,2.991666667,0
0.134198421,0.045643667,0.0,0.0,0.010001348,0.01813,0.287096375,0.0,0.012898,4.372222222,0
0.977929889,0.380258279,0.0,0.0,0.042200907,-0.210535,0.582632707,0.064005744,-0.421548,6.361111111,0
0.5,0.120934123,0.0,0.0,0.001751793,0.015483,0.708681047,0.000166668,0.011685,29.11666667,0
0.740995542,0.0,0.0,0.0,0.052371498,0.032299,0.82786856,0.0,0.080897,6.166666667,0
0.0,0.0,0.0,0.0,0.009525733,0.024393,0.240651888,0.0,0.029934,5.019444444,0
0.999226057,0.0,0.0,0.0,0.039016006,0.10638,0.142480044,0.0,0.103305,23.36388889,0
0.495808772,0.0,0.0,0.0,0.002001468,0.027568,0.474035388,0.0,0.042821,23.46944444,0
0.23369385,0.0,0.0,0.0,0.011730474,0.023848,0.422308592,0.0,0.013883,13.56111111,0
0.499319351,0.150687975,0.0,0.0,0.01895957,-0.076868,0.285509939,0.0,-0.116993,5.061111111,0
0.745635987,0.228189361,0.0,0.0,0.043234691,0.030076,0.797500995,0.0,0.03125,18.60277778,0
0.837453316,0.285813601,0.0,0.0,0.004331282,0.0697,0.460823027,0.0,0.08695,8.536111111,0
0.787059791,0.535801334,0.0,0.0,0.022883298,0.042108,0.748437477,0.0,0.126409,23.49444444,0
0.307808083,0.118260418,0.0,0.0,0.011934765,0.093814,0.348223171,0.0,0.102373,4.280555556,0
0.364936327,0.161557738,0.0,0.0,0.005407867,0.092437,0.383522133,0.0,0.119114,3.930555556,0
0.152860625,0.098372988,0.0,0.0,0.013546423,0.014554,0.433849223,0.0,0.007473,9.983333333,0
0.048641927,0.033668764,0.0,0.0,0.002721184,0.080447,0.288033966,0.029675272,0.101889,6.763888889,0
0.637284628,0.0,0.0,0.0,0.021931903,0.020534,0.276612816,0.0,0.018919,6.291666667,0
0.738056882,0.233171231,0.0,0.0,0.045481197,0.043999,0.680280415,0.0,0.035659,9.558333333,0
0.626025973,0.183444692,0.0,0.0,0.008415714,0.068108,0.522541072,0.119435514,0.091292,7.6,0
0.0,0.0,0.0,0.0,0.007368281,0.05083,0.366357616,0.0,0.07241,0.166666667,0
0.66987302,0.178101911,0.0,0.0,0.012448365,-0.084162,0.624186256,0.0,-0.18816,7.0,0
0.140974672,0.0,0.0,0.0,0.007285379,-0.004097,0.26939484,0.0791,-0.007722,2.088888889,0
0.4951782,0.264540955,0.0,0.0,0.000619189,0.06944,0.292289415,0.0,0.08768,4.975,0
0.0425,0.0,0.0,0.0,0.001342315,0.090012,0.315335485,0.060792163,0.116112,2.083333333,0
0.0,0.0,0.0,0.0,0.006763014,0.068059,0.540119447,0.0,0.111683,5.313888889,0
0.442380649,0.264200889,0.0,0.0,0.017867732,0.036179,0.066076186,0.0,0.040696,3.558333333,0
0.0,0.044847898,0.0,0.0,0.037918885,0.077743,0.233605898,0.165456708,0.093895,2.063888889,0
0.273999988,0.000126667,0.0,0.0,0.035031405,0.057058,0.486727303,0.16491,0.084333,2.313888889,0
0.726531383,0.0,0.0,0.0,0.022939946,0.006784,0.628399726,0.0,0.004253,7.119444444,0
0.0,0.150415822,0.0,0.0,0.020743675,-0.259882,0.958190719,0.0,-1.680828,5.805555556,0
0.355690999,0.0,0.0,0.0,0.00378281,0.051262,0.757426221,0.0,0.081358,0.702777778,0
0.196803164,0.0,0.0,0.0,0.020923146,0.082702,0.617999165,0.0,0.168726,0.263888889,0
0.651249519,0.0,0.0,0.0,0.038477614,0.029058,0.134803334,0.0,0.027494,7.597222222,0
1.0,0.573746212,0.0,0.0,0.008987467,0.041632,0.630173537,0.0,0.114282,20.58055556,0
0.056907104,0.030490662,0.0,0.0,0.018457224,0.0739,0.252092521,0.0,0.076124,9.761111111,0
0.932322186,0.260306224,0.0,0.0,0.005295758,0.040219,0.299249973,0.0,0.05357,16.11388889,0
0.0,5.01947e-05,0.0,0.0,0.005180234,0.112111,0.298704568,0.0,0.148287,12.41388889,0
0.5,0.162514792,0.0,0.0,0.042623116,-0.127274,0.883384889,0.0,-0.853093,11.50555556,0
0.476615861,0.226642573,0.0,0.0,0.003927361,0.055031,0.441844908,0.0,0.055357,5.925,0
0.564389894,0.229115663,0.0,0.0,0.006772894,0.036437,0.66114967,0.0,0.059593,7.830555556,0
0.459170824,0.0,0.0,0.0,0.018408356,0.019834,0.189888343,0.0,0.018365,6.966666667,0
0.0,0.102160915,0.0,0.0,0.051562202,0.019001,0.70162552,0.0,0.009685,10.55833333,0
0.693930849,0.201976664,0.0,0.0,0.025699061,0.026477,0.541115697,0.0,0.046845,24.25555556,0
0.836610718,0.311194877,0.0,0.0,0.005976956,0.074259,0.37195376,0.0,0.122182,21.73055556,0
0.421028414,0.14119768,0.0,0.0,0.001866647,0.074123,0.369145145,0.0,0.119699,8.225,0
0.857752708,0.38960197,1.0,0.0,0.079355867,0.038765,0.438362041,0.0,0.038312,10.57777778,0
0.154801453,0.053425154,0.0,0.0,0.008500731,0.042579,0.401856363,0.0,0.059914,4.388888889,0
0.586824986,0.117610053,0.0,0.0,0.002484208,0.093937,0.240598959,0.0,0.096826,4.769444444,0
0.248059073,0.0,0.0,0.0,0.020152888,0.018217,0.385900296,0.0,0.024611,5.455555556,0
0.383955684,0.238008942,0.0,0.0,0.003547809,0.026372,0.341100097,0.0,0.023405,7.872222222,0
0.472501236,0.0,0.0,0.0,0.012321409,0.041103,0.283474329,0.0,0.040711,8.255555556,0
0.499979042,0.209882474,0.0,0.0,0.011679309,0.034588,0.408043809,0.0,0.049658,21.21388889,0
0.837408481,0.17726921,0.0,0.0,0.010340079,0.020796,0.562912142,0.0,0.01833,5.563888889,0
0.495604166,0.135298447,0.0,0.0,0.008017418,-0.011464,0.912024903,0.0,-0.348641,14.08333333,0
0.726344156,0.225006356,0.0,0.0,0.002690325,0.038157,0.491438112,0.0,0.032423,10.46666667,0
0.688417617,0.241482206,0.0,0.0,0.033831201,0.069072,0.22528917,0.0,0.078291,7.877777778,0
0.147799884,0.0,0.0,0.0,0.003290582,0.086703,0.211035775,0.057605773,0.099413,0.6,0
0.112460996,0.055417372,0.0,0.0,0.003661288,0.016287,0.400244958,0.0,0.019965,5.258333333,0
0.0,0.0,0.0,0.0,0.002203135,0.086233,0.404362276,0.0,0.104794,0.697222222,0
0.0,0.0,0.0,0.0,0.008257231,0.073659,0.329555058,0.0,0.082,0.255555556,0
0.65900237,0.122808461,0.0,0.0,0.021396558,0.018032,0.222157203,0.10850512,0.013657,18.55277778,0
0.797528514,0.283051423,0.0,0.0,0.056429836,0.122553,0.512600187,0.0,0.221061,8.072222222,0
0.96432492,0.186422118,0.0,0.0,0.058344798,0.02041,0.656314399,0.0,0.008887,23.06944444,0
0.578978498,0.220390634,0.0,0.0,0.038173204,0.036153,0.601279074,0.0,0.042622,3.95,0
0.734724944,0.204051586,0.0,0.0,0.009590319,-0.115664,0.551450148,0.0,-0.273635,11.16666667,0
0.625939631,0.015119195,0.0,0.0,0.011300575,-0.018581,0.471832131,0.296015754,-0.099819,4.688888889,0
0.74059524,0.20093,0.0,0.0,0.00022727,0.022206,0.391439239,0.0,0.017708,3.4,0
0.748707687,0.298611913,0.0,0.0,0.009309008,0.044919,0.180509904,0.039669773,0.047015,7.005555556,0
0.0,0.0,0.0,0.0,0.00905701,0.083173,0.515064028,0.0,0.134928,0.133333333,0
1.0,0.29202034,2.0,0.0,0.000759955,-0.022119,0.726897666,0.0,-0.183418,24.58888889,0
0.58771147,0.0,0.0,0.0,0.124720017,0.013449,0.04195673,0.0,0.01899,6.505555556,0
0.227708954,0.0,0.0,0.0,0.01314014,0.058818,0.362183769,0.0,0.09094,0.713888889,0
0.123889406,7.07505e-05,0.0,0.0,0.001476516,0.076249,0.200527641,0.147393814,0.09048,4.925,0
0.600695102,0.145505129,0.0,0.0,0.030812012,0.034576,0.638873685,0.0,0.044329,9.280555556,0
0.394654128,0.230606808,0.0,0.0,0.006701497,0.005893,0.256220904,0.0,0.003577,9.719444444,0
0.0,0.148798584,0.0,0.0,0.004299373,0.064781,0.45134129,0.0,0.081818,4.025,0
0.56589365,0.305050925,0.0,0.0,0.000190585,0.164096,0.149542505,0.0,0.159972,4.505555556,0
0.0,0.0,0.0,0.0,0.000115158,0.13946,0.145809653,0.020164271,0.13806,0.916666667,0
0.452382255,0.141723584,0.0,0.0,0.005944921,0.031812,0.520308742,0.0,0.035099,3.55,0
0.185082011,0.092833333,0.0,0.0,0.000716044,0.073822,0.344970442,0.0,0.08398,3.030555556,0
0.0,0.0,0.0,0.0,0.00590268,0.077615,0.212216975,0.0,0.087887,1.558333333,0
0.857142857,0.0,0.0,0.0,0.108363874,0.030442,0.443282002,0.0,0.035369,6.716666667,0
0.073872895,0.0,0.0,0.0,0.033446455,0.102613,0.181043912,0.0,0.106341,0.166666667,0
0.0,0.0,0.0,0.0,0.001302564,0.080583,0.064243501,0.0,0.076608,0.1,0
0.212490506,0.0,0.0,0.0,0.001789831,0.039548,0.228876511,0.0,0.036611,14.84444444,0
0.0,0.0,0.0,0.0,0.006015789,0.051922,0.254900728,0.0,0.05774,22.73333333,0
0.077014218,0.0,0.0,0.0,0.001900186,0.059539,0.04543065,0.0,0.047826,0.483333333,0
0.0,0.0,0.0,0.0,0.002498946,0.041529,0.321565942,0.0,0.047056,5.652777778,0
0.568749577,0.0,0.0,0.0,0.021133275,0.013702,0.723712266,0.0,0.017228,14.08888889,0
0.049647662,0.0,0.0,0.0,0.009429677,0.077664,0.220967837,0.0,0.093165,0.583333333,0
0.097145576,0.0,0.0,0.0,0.000506469,0.141722,0.179952309,0.0,0.145932,6.747222222,0
0.0,0.0,0.0,0.0,0.083460467,0.059551,0.611971135,0.0,0.15291,0.0,0
0.107424242,0.0,0.0,0.0,0.001330747,0.065615,0.290342497,0.0,0.133748,0.683333333,0
0.0,0.0,0.0,0.0,0.002153228,0.051567,0.153508814,0.0,0.048063,9.113888889,0
0.0,0.0,0.0,0.0,0.006870978,0.136568,0.140453274,0.0,0.160587,0.013888889,0
0.0,0.0,0.0,0.0,0.045824017,0.014753,0.423046827,0.0,0.023097,4.813888889,0
0.482325304,0.087662716,0.0,0.0,0.001413024,0.039179,0.372552622,0.0,0.006825,15.375,0
0.0,0.197072072,0.0,0.0,0.000857218,-0.001779,0.142694073,0.0,0.005053,9.605555556,0
0.208691446,0.025164663,0.0,0.0,0.005975744,0.031802,0.503362013,0.007745723,0.026039,3.430555556,0
0.0,0.0,0.0,0.0,0.011108091,0.027786,0.765610549,0.0,0.100486,0.063888889,0
0.454510502,0.099896243,0.0,0.0,0.016307418,0.010731,0.20230459,0.019483751,0.021524,16.16666667,0
0.0,0.080737638,0.0,0.0,0.073407401,-0.278135,0.560165112,0.054547807,-0.63093,8.763888889,0
0.409956023,3.19756e-05,0.0,0.0,0.015688626,0.052593,0.497280019,0.141922471,0.06832,1.533333333,0
0.0,0.205753409,0.0,0.0,0.004080589,0.073636,0.546141583,0.0,0.121177,4.555555556,0
0.390408364,0.0,0.0,0.0,0.056971056,0.043468,0.589566953,0.0,0.038004,22.16666667,0
0.0,2.16837e-05,0.0,0.0,0.004644623,0.100613,0.250098229,0.0,0.112309,1.075,0
0.721891137,0.25231192,0.0,0.0,0.020540489,0.016531,0.33667546,0.0,0.033866,9.755555556,0
0.253723111,0.0,0.0,0.0,0.006376095,0.086182,0.418887866,0.16013735,0.103415,1.680555556,0
0.775879204,0.338821548,2.0,0.0,0.056147564,-0.071184,0.527429783,0.0,0.003942,9.572222222,0
0.0,0.0,0.0,0.0,0.001050097,0.498324,0.243491614,0.0,0.55439,1.461111111,0
0.985730022,0.057835095,2.0,0.0,0.027540378,-0.25833,0.282781187,0.382359078,-0.347066,21.96111111,0
0.764236997,0.255573241,0.0,0.0,0.025094427,0.028299,0.589075873,0.0,0.025599,9.980555556,0
